year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2016,Nissan,X-Trail,ST-L FWD T32 CVT Wagon,Wagon,5.0,2016 - 09,2017 - 01,JN1TBAT32A0012781,,,"Sold Unregistered, Without Plates",,4.0,2.5,Petrol,CVT,208536,km,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048126/motor-vehicles-motor-cycles/2016-nissan-x-trail-st-l-fwd-t32-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 2A",46.0,,,referred
2016,Ford,EVEREST,Titanium UA Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,2016 - 01,2016 - 02,MNAAXXMAWAGB59468,,,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,237871,km,White,Black Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048128/motor-vehicles-motor-cycles/2016-ford-everest-titanium-ua-turbo-diesel-automatic-7-seats-wagon,Engine noise observed.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Navigation, Panoramic Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 31",98.0,,,referred
2011,Mercedes,Benz,R-Class R350 CDI W251 T/D Auto 7 Seats Wagon,Wagon,7.0,2011-11,2012-08,WDC2510232A142966,,,"Sold Unregistered, Without Plates",,6.0,3.0,Diesel,Automatic,168394,km,Silver,Cream Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048129/motor-vehicles-motor-cycles/2011-mercedes-benz-r-class-r350-cdi-w251-t-d-auto-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Rear DVD player, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 5B",55.0,,,referred
2009,Toyota,Avensis,Verso GLX ACM21R Automatic 7 Seats People Mover,People Mover,7.0,2009 - 11,2010 - 01,JTEGD23B200077623,,,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,Automatic,213918,km,White,Multi,Yes,Yes,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048144/motor-vehicles-motor-cycles/2009-toyota-avensis-verso-glx-acm21r-automatic-7-seats-people-mover,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Third Row Seat, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 37",43.0,,,referred
2010,Volkswagen,Polo,TRENDLINE 6R Manual Hatchback,Hatchback,5.0,2010 - 11,2011 - 01,WVWZZZ6RZBY145942,,,"Sold Unregistered, Without Plates",,4.0,1.4,Petrol,Manual,152390,km,Black,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048148/motor-vehicles-motor-cycles/2010-volkswagen-polo-trendline-6r-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 63",37.0,,,referred
2005,Holden,Astra,Convertible TS Manual Convertible,Convertible,4.0,2005,2005 - 11,W0L0TGF675B005399,,,"Sold Unregistered, Without Plates",,4.0,2.2,Petrol,Manual,123855,km,Blue,Beige Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048150/motor-vehicles-motor-cycles/2005-holden-astra-convertible-ts-manual-convertible,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, Power Steering, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 17",31.0,,,referred
2012,Ford,Ranger,XLT 4X4 PX Turbo Diesel Manual Dual Cab,Dual Cab Chassis,5.0,2012 - 06,2012 - 07,MNAUMFF50CW123398,,,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Manual,207244,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048151/motor-vehicles-motor-cycles/2012-ford-ranger-xlt-4x4-px-turbo-diesel-manual-dual-cab,"Engine light ON
Traction control light ON
ABS light ON","Air Conditioning, Bluetooth Capability, ARB Bullbar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Rear storage drawers, MP3 Capability, Winch, Kings awning, Park Distance Control Rear, Snorkel, Power Steering, Reverse camera, Roof rack, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 00",42.0,,,referred
2014,Subaru,Liberty,2.5i B5 CVT Sedan,Sedan,5.0,2014-04,2014-08,JF1BMMKC2EG023630,,,,2.0,4.0,2.5,Petrol,CVT,131148,km,Silver,Black Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9060819/motor-vehicles-motor-cycles/2014-subaru-liberty-2-5i-b5-cvt-sedan,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Medium Scratch on along rear driver door","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 13a",26.0,,,referred
2014,Toyota,Corolla,Ascent ZRE182R CVT Hatchback,Hatchback,5.0,2014-01,2014-01,JTNKU3JE20J054494,,,,2.0,4.0,1.8,Petrol,CVT,178389,km,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060820/motor-vehicles-motor-cycles/2014-toyota-corolla-ascent-zre182r-cvt-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on rear bumper
Medium Scuff on passenger side","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 6a",49.0,,,referred
2014,BMW,1,Series 118i F20 Automatic - 8 Speed Hatchback,Hatchback,5.0,2014-01,2014-04,WBA1A320X0VY67843,1EMK113,WA,"21-04-2025 - Please note this vehicle license has expired, but can be paid until 21/07/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4.0,1.6,Petrol,Automatic - 8 Speed,128029,km,Dark Blue,Beige Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060863/motor-vehicles-motor-cycles/2014-bmw-1-series-118i-f20-automatic-8-speed-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 37b",36.0,,,referred
2002,Toyota,Landcruiser,Prado GXL (4x4) VZJ95R Automatic 8 Seats Wagon,Wagon,8.0,2002-05,2002-05,JTEBN99J900097432,1CUB415,WA,03-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.4,Petrol,Automatic,407420,km,Silver,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060864/motor-vehicles-motor-cycles/2002-toyota-landcruiser-prado-gxl-4x4-vzj95r-automatic-8-seats-wagon,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels","CD Player, Central Locking, Cruise Control, Electric Windows, Power Steering, Roof Rail, Third Row Seat, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 32B",29.0,,,referred
2018,Ford,ENDURA,TREND AWD Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2018-11,2019-01,2FMTK5JA7KBB28485,1ILB330,WA,25-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.0,Diesel,Automatic - 8 Speed,110179,km,White,Charcoal,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060880/motor-vehicles-motor-cycles/2018-ford-endura-trend-awd-turbo-diesel-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 45D",166.0,,,referred
2010,Land,Rover,Range Rover Sport 3.0 TDV6 Turbo Diesel Automatic Wagon,Wagon,5.0,2010-04,2010-06,SALLSAAF3AA250834,1INH501,WA,19-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.0,Diesel,Automatic,137734,km,Black,Beige Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060899/motor-vehicles-motor-cycles/2010-land-rover-range-rover-sport-3-0-tdv6-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on various along driver side
Seat Torn driver","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 27e",132.0,,,referred
2018,Volkswagen,Golf,R A7 Automatic Hatchback,Hatchback,5.0,2018-05,2018-09,WVWZZZAUZJW264529,No plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,50850,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9060934/motor-vehicles-motor-cycles/2018-volkswagen-golf-r-a7-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 20D",51.0,,,referred
2009,Hyundai,Tucson,CITY SX Automatic Wagon,Wagon,5.0,2009-09,2009-11,KMHJN81BMAU169829,BT44QQ,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,151325,km,Silver,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911626/motor-vehicles-motor-cycles/2009-hyundai-tucson-city-sx-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2010,Volkswagen,Tiguan,103 TDI 5N Turbo Diesel Automatic Wagon,Wagon,5.0,2010-10,2010-12,WVGZZZ5NZBW047313,BTO55B,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic,106242,km,Champagne,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911632/motor-vehicles-motor-cycles/2010-volkswagen-tiguan-103-tdi-5n-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"CD Player, Central Locking, Climate control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2012,Ford,Territory,TS (RWD) SZ Automatic 7 Seats Wagon,Wagon,7.0,2012-02,2012-02,6FPAAAJGATCR65703,No plates,VIC,"Sold Unregistered, Without Plates",0.0,6.0,4.0,Petrol,Automatic,278329,km,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051348/motor-vehicles-motor-cycles/2012-ford-territory-ts-rwd-sz-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various parts of panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof racks, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 709 (349473)",0.0,,,referred
2006,Nissan,Navara,ST-X (4x4) D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2006-04,2006-06,VSKCVND40A0096693,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,"215501 - Odometer discrepancy detected, see attached history report.",km,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050890/motor-vehicles-motor-cycles/2006-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Back right panel
Medium Dent on Drivers side
Medium Scratch on around the car
Medium Dent on rear passenger panels
Front Seat worn drivers","CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 958 (348777)",0.0,,,referred
2012,Mitsubishi,Lancer,LX CJ CVT Sedan,Sedan,5.0,2012-09,2012-12,JMFSTCY4ADU001978,1WA9DA,VIC,30-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,CVT,147603,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051202/motor-vehicles-motor-cycles/2012-mitsubishi-lancer-lx-cj-cvt-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 60 (350464)",0.0,,,referred
2014,Mitsubishi,ASX,LS 2WD XB CVT Wagon,Wagon,5.0,2014-07,2014-08,JMFXTGA2WFZ003419,1EQ9WP,VIC,Expired - 15/04/2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,CVT,134866,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051203/motor-vehicles-motor-cycles/2014-mitsubishi-asx-ls-2wd-xb-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Traction control light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 534 (350578)",0.0,,,referred
1998,Mitsubishi,Lancer,GLI CE Automatic Coupe,Coupe,5.0,1998-01,1998-03,JMFDRCJ2AWU000504,OVJ508,VIC,09-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.5,Petrol,Automatic,125155,km,Green,Multi,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051204/motor-vehicles-motor-cycles/1998-mitsubishi-lancer-gli-ce-automatic-coupe,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various parts of panel
Paint fading Various parts of panel
Body/panel damage Various parts of panel
Large Dent on Various parts of panel
Paint peeling Various parts of panel","Air Conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 421 (349298)",0.0,,,referred
2010,Land,Rover,Discovery 4 2.7 TDV6 Series 4 T/D Auto 7 Seats Wagon,Wagon,7.0,2010-06,2010-06,SALLAAA13AA541860,1LL9HK,VIC,12-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,2.7,Diesel,Automatic,350662,km,Brown,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051207/motor-vehicles-motor-cycles/2010-land-rover-discovery-4-2-7-tdv6-series-4-t-d-auto-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various parts of panel
Large Scuff on Various parts of panel
Large Scratch on Various parts of panel
Engine light ON","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 967 (350456)",0.0,,,referred
2010,Ford,Territory,Ghia SY II Automatic 7 Seats Wagon,Wagon,7.0,2010-10,2010-10,6FPAAAJGATAR57155,1HK3ZW,VIC,18-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,4.0,Petrol,Automatic,271287,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051210/motor-vehicles-motor-cycles/2010-ford-territory-ghia-sy-ii-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on rear tail gate
Seat Torn drivers","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, D/F+, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1038 (350563)",0.0,,,referred
2003,Mazda,323,Astina Shades BJ Automatic Hatchback,Hatchback,5.0,2003-09,2003-09,JM0BJ10P200244717,SQF804,VIC,04-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Automatic,158848,km,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051211/motor-vehicles-motor-cycles/2003-mazda-323-astina-shades-bj-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various along panel
Medium Scuff on Various along panel
Engine noise observed.
Paint peeling Various along
Paint fading Various along panel","Air Conditioning, CD Player, Central Locking, Driver Airbag, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 63 (349207)",0.0,,,referred
